"FAR"; "On December 30, Year 1, Chang Co. sold a machine to Door Co. in exchange for a non-interest bearing note requiring ten annual payments of $10,000. Door made the first payment on December 30, Year 1. The market interest rate for similar notes at date of issuance was 8%. Information on present value factors is as follows:\n\ntable(table table-bordered).\n|_.Period|_.Present value of $1 at 8%|_.Present value of ordinary annuity of $1 at 8%|\n|9|0.50|6.25|\n|10|0.46|6.71|\nIn its December 31, Year 1 balance sheet, what amount should Chang report as note receivable?"; "$45,000"; "$46,000"; "$62,500"; "$67,100"; 3; "BECKER 00394"; "PVAL";
"FAR"; "On January 31, Year 2, Beau Corp. issued $300,000 maturity value, 12% bonds for $300,000 cash. The bonds are dated December 31, Year 1, and mature on December 31, Year 11. Interest will be paid semi-annually on June 30 and December 31. What amount of accrued interest payable should Beau report in its September 30, year 2 balance sheet?"; "$27,000"; "$24,000"; "$18,000"; "$9,000"; 4; "BECKER 00477"; "BOND";
"FAR"; "On March, 31 Ashley, Inc's bondholders exchanged their convertible bonds for common stock. The carrying amount of these bonds on Ashley's books was less than the market value but greater than the par value of the common stock issued. If Ashley used the book value method of accounting for the conversion, which of the following statements correctly states an effect of this conversion?"; "Stockholders' equity is increased"; "Additional paid-in capital is decreased"; "Retained earnings is increased"; "An extraordinary loss is recognized"; 1; "BECKER 00493"; "BOND";
"FAR"; "On December 31, Moss Col. issued $1,000,000 of 11% bonds at 109. Each $1,000 bond was issued with 50 detachable stock warrants, each of which entitled the bondholder to purchase one share of $5 par common stock for $25. Immediately after issuance, the market value of each warrant was $4. On December 31, what amount should Moss record as discount or premium on issuance of bonds?"; "$40,000 premium"; "$90,000 premium"; "$110,000 discount"; "$200,000 discount"; 3; "BECKER 00473"; "BOND";
"FAR"; "On March 1, Year 1, Somar Co. issued 20-year bonds at a discount. By September 1, Year 6, the bonds were quoted at 106 when Somar exercised its right to retire the bonds at 105. The amount is material and considered to be unusual in nature and infrequently occurring with respect to Somar Co. How should Somar report the bond retirement on its Year 6 income statement under U.S. GAAP?"; "A gain in continuing operations"; "A loss in continuing operations"; "An extraordinary gain"; "An extraordinary loss"; 4; "BECKER 00476"; "BOND";
"FAR"; "On July 31, Year 1, Dome Col. issued $1,000,000 of 10%, 15-year bonds at par and (as a typical risk-management strategy to Dome Co.) used a portion of the proceeds to call 600 outstanding 11% $1,000 face value bonds, due on July 31, Year 11, at 102. On that date, unamortized bond premium relating to the 11% bonds was $65,000. In its Year 1 income statement, what amount should Dome report as gain or loss from retirement of bonds?"; "$53,000 gain"; "$0"; "$(65,000 loss)"; "$(77,000 loss)"; 1; "BECKER 00471"; "BOND";
"FAR"; "Fenn Museum, a nongovernmental not-for-profit organization, had the following balances in its statement of functional expenses:\n\ntable(table table-bordered).\n|Education|$300,000|\n|Fundraising|$250,000|\n|Management and general|$200,000|\n|Research|$50,000|\nWhat amount should Fenn report as expenses for support services?"; "$350,000"; "$450,000"; "$500,000"; "$800,000"; 2; "2011 AICPA Released Question"; "NFPR";
"FAR"; "In January, Stitch, Inc. adopted the dollar-value LIFO method of inventory valuation. At adoption, inventory was valued at $50,000. During the year, inventory increased $30,000 using base year prices, and prices increased 10%. The designated market value of Stitch's inventory exceeded its cost at year end. What amount of inventory should Stitch report in its year-end balance sheet?"; "$80,000"; "$83,000"; "$85,000"; "$88,000"; 2; "2011 AICPA Released Question"; "INVT";
"FAR"; "Jonn City entered into a capital lease for equipment during the year. How should the asset obtained through the lease be reported in Jonn City's government-wide statement of net assets?"; "General capital asset"; "Other financing use"; "Expenditure"; "Not reported"; 1; "2011 AICPA Released Question"; "GOVT";
"FAR"; "Jane Co. owns 90% of the common stock of Dun Corp. and 100% of the common stock of Beech Corp. On December 30, Dun and Beech each declared a cash dividend of $100,000 for the current year. What is the total amount of dividends that should be reported in the December 31 consolidated financial statements of Jane and its subsidiaries, Dun and Beech?"; "$10,000"; "$100,000"; "$190,000"; "$200,000"; 1; "2011 AICPA Released Question"; "CONS";
"FAR"; "Lem Co., which accounts for treasury stock under the par value method, acquired 100 shares of its $6 par value common stock for $10 per share. The shares had originally been issued by Lem for $7 per share. By what amount would Lem's additional paid-in capital from common stock decrease as a result of the acquisition?"; "$0"; "$100"; "$300"; "$400"; 2; "2011 AICPA Released Question"; "STOK";
"FAR"; "Abbott Co. is preparing its statement of cash flows for the year. Abbott's cash disbursements during the year included the following:\n\ntable(table table-bordered).\n|Payment of interest on bonds payable|$500,000|\n|Payment of dividends to stockholders|300,000|\n|Payment to acquire 1,000 shares of Marks Co. common stock|100,000|\nWhat should Abbott report as total cash outflows for financing activities in its statement of cash flows under U.S. GAAP?"; "$0"; "$300,000"; "$800,000"; "$900,000"; 2; "2011 AICPA Released Question"; "SCFL";
"FAR"; "In preparing Chase City''s reconciliation of the statement of revenues, expenditures, and changes in fund balances to the government-wide statement of activities, which of the following items should be subtracted from changes in fund balances?"; "Capital assets purchases"; "Payment of long-term debt principal"; "Internal service fund increase in net assets"; "Book value of capital assets sold during the year"; 4; "2011 AICPA Released Question"; "GOVT";
"FAR"; "Neron Co. has two derivatives related to two different financial instruments, instrument A and instrument B, both of which are debt instruments. The derivative related to instrument A is a fair value hedge, and the derivative related to instrument B is a cash flow hedge. Neron experienced gains in the value of instruments A and B due to a change in interest rates. Which of the gains should be reported by Neron in its income statement?\n\ntable(table table-bordered).\n|_.Choice|_.Gain in value of debt instrument A|_.Gain in value of debt instrument B|\n|A|Yes|Yes|\n|B|Yes|No|\n|C|No|Yes|\n|D|No|No|"; "Choice A"; "Choice B"; "Choice C"; "Choice D"; 2; "2011 AICPA Released Question"; "DERV";
"FAR"; "Fern Co. has net income, before taxes, of $200,000, including $20,000 interest revenue from municipal bonds and $10,000 paid for officers' life insurance premiums where the company is the beneficiary. The tax rate for the current year is 30%. What is Fern's effective tax rate?"; "27.0%"; "28.5%"; "30.0%"; "31.5%"; 2; "2011 AICPA Released Question"; "ITAX";
"FAR"; "Assuming constant inventory quantities, which of the following inventory-costing methods will produce a lower inventory turnover ratio in an inflationary economy?"; "FIFO (first in, first out)"; "LIFO (last in, first out)"; "Moving average"; "Weighted average"; 1; "2011 AICPA Released Question"; "INVT";
"FAR"; "Hilltop Co.'s monthly bank statement shows a balance of $54,200. Reconciliation of the statement with company books reveals the following information:\n\ntable(table table-bordered).\n|Bank service charge|$10|\n|Insufficient funds check|650|\n|Checks outstanding|1,500|\n|Deposit in transit|350|\n|Check deposited by Hilltop and cleared by the bank for $125, but improperly recorded by Hilltop as $152||\nWhat is the net cash balance after the reconciliation?"; "$52,363"; "$53,023"; "$53,050"; "$53,077"; 3; "2011 AICPA Released Question"; "MISF";
"FAR"; "A nongovernmental not-for-profit organization received a $2 million gift from a donor who specified it be used to create an endowment fund that would be invested in perpetuity. The income from the fund is to be used to support a specific program in the second year and beyond. An investment purchased with the gift earned $40,000 during the first year. At the end of the first year, the fair value of the investment was $2,010,000. What is the net effect on temporarily restricted net assets at year end?"; "$0"; "$10,000 increase"; "$40,000 increase"; "$50,000 increase"; 4; "2011 AICPA Released Question"; "NFPR";
"FAR"; "When purchasing a bond, the present value of the bond's expected net future cash inflows discounted at the market rate of interest provides what information about the bond?"; "Price"; "Par"; "Yield"; "Interest"; 1; "2011 AICPA Released Question"; "BOND";
"FAR"; "A company calculated the following data for the period:\n\ntable(table table-bordered).\n|Cash received from customers|$25,000|\n|Cash received from sale of equipment|$1,000|\n|Interest paid to bank on note|$3,000|\n|Cash paid to employees|$8,000|\nWhat amount should the company report as net cash provided by operating activities in its statement of cash flows?"; "$14,000"; "$15,000"; "$18,000"; "$26,000"; 1; "2011 AICPA Released Question"; "SCFL";
"FAR"; "A company records items on the cash basis throughout the year and converts to an accrual basis for year-end reporting. Its cash-basis net income for the year is $70,000. The company has gathered the following comparative balance sheet information:\n\ntable(table table-bordered).\n||_.Beginning of year|_.End of year|\n|Accounts payable|$3,000|$1,000|\n|Unearned revenue|300|500|\n|Wages payable|300|400|\n|Prepaid rent|$1,200|$1,500|\n|Accounts receivable|$1,400|$600|\nWhat amount should the company report as its accrual-based net income for the current year?"; "$68,800"; "$70,200"; "$71,200"; "$73,200"; 3; "2011 AICPA Released Question"; "FINS";
"FAR"; "Under U.S. GAAP, restorations of carrying value for long-lived assets are permitted if an asset's fair value increases subsequent to recording an impairment loss for which of the following?\n\ntable(table table-bordered).\n|_.Choice|_.Held for use|_.Held for disposal|\n|A|Yes|Yes|\n|B|Yes|No|\n|C|No|Yes|\n|D|No|No|"; "Choice A"; "Choice B"; "Choice C"; "Choice D"; 3; "2011 AICPA Released Question"; "LTAS";
"FAR"; "What are the components of the lease receivable for a lessor involved in a direct-financing lease?"; "The minimum lease payments plus any executory costs"; "The minimum lease payments plus residual value"; "The minimum lease payments less residual value"; "The minimum lease payments less initial direct costs"; 2; "2011 AICPA Released Question"; "LEAS";
"FAR"; "When the effective interest method of amortization is used for bonds issued at a premium, the amount of interest payable for an interest period is calculated by multiplying the:"; "Face value of the bonds at the beginning of the period by the contractual interest rate"; "Face value of the bonds at the beginning of the period by the effective interest rates"; "Carrying value of the bonds at the beginning of the period by the contractual interest rate"; "Carrying value of the bonds at the beginning of the period by the effective interest rates"; 1; "2011 AICPA Released Question"; "BOND";
"FAR"; "In year 1, a company reported in other comprehensive income an unrealized holding loss on an investment in available-for-sale securities. During year 2, these securities were sold at a loss equal to the unrealized loss previously recognized. The reclassification adjustment should include which of the following?"; "The unrealized loss should be credited to the investment account"; "The unrealized loss should be credited to the other comprehensive income account"; "The unrealized loss should be debited to the other comprehensive income account"; "The unrealized loss should be credited to beginning retained earnings"; 2; "2011 AICPA Released Question"; "INCS";
"FAR"; "Toigo Co. purchased merchandise from a vendor in England on November 20 for 500,000 British pounds. Payment was due in British pounds on January 20. The spot rates to purchase one pound were as follows:\n\ntable(table table-bordered).\n|November 20|$1.25|\n|December 31|1.20|\n|January 20|1.17|\nHow should the foreign currency transaction gain be reported on Toigo's financial statements at December 31?"; "A gain of $40,000 as a separate component of stockholders' equity"; "A gain of $40,000 in the income statement"; "A gain of $25,000 as a separate component of stockholders' equity"; "A gain of $25,000 in the income statement"; 4; "2011 AICPA Released Question"; "FCUR";
"FAR"; "A company enters into a three-year operating lease agreement effective January 1, year 1. The amounts due on the first day of each year are $25,000 in year 1, $30,000 in year 2, and $35,000 in year 3. What amount, if any, is the related liability on the first day of year 2?"; "$0"; "$5,000"; "$60,000"; "$65,000"; 2; "2011 AICPA Released Question"; "LEAS";
"FAR"; "Damon Co. purchased 100% of the outstanding common stock of Smith Co. in an acquisition by issuing 20,000 shares of its $1 par common stock that had a fair value of $10 per share and providing contingent consideration that had a fair value of $10,000 on the acquisition date. Damon also incurred $15,000 in direct acquisition costs. On the acquisition date, Smith had assets with a book value of $200,000, a fair value of $350,000, and related liabilities with a book and fair value of $70,000. What amount of gain should Damon report related to this transaction?"; "$55,000"; "$70,000"; "$80,000"; "$250,000"; 2; "2011 AICPA Released Question"; "CONS";
"FAR"; "If a city government is the primary reporting entity, which of the following is an acceptable method to present component units in its combined financial statements?"; "Consolidation"; "Cost method"; "Discrete presentation"; "Government-wide presentation"; 3; "2011 AICPA Released Question"; "GOVT"
"FAR"; "Which of the following statements correctly describes the proper accounting for nonmonetary exchanges that are deemed to have commercial substance?"; "It defers any gains and losses"; "It defers losses to the extent of any gains"; "It recognizes gains and losses immediately"; "It defers gains and recognizes losses immediately"; 3; "2011 AICPA released Question"; "NMON";
"FAR"; "Campbell Corp. exchanged delivery trucks with Highway, Inc. Campbell's truck originally cost $23,000, its accumulated depreciation was $20,000, and its fair value was $5,000. Highway's truck originally cost $23,500, its accumulated depreciation was $19,900, and its fair value was $5,700. Campbell also paid Highway $700 in cash as part of the transaction. The transaction lacks commercial substance. What amount is the new book value for the truck Campbell received?"; "$5,700"; "$5,000"; "$3,700"; "$3,000"; 3; "2011 AICPA Released Question"; "NMON";
"FAR"; "The replacement cost of an inventory item is below the net realizable value and above the net realizable value less a normal profit margin. The inventory item's original cost is above the net realizable value. Under the lower of cost or market method, the inventory item should be valued at:"; "Original cost"; "Replacement cost"; "Net realizable value"; "Net realizable value less normal profit margin"; 2; "2011 AICPA Released Question"; "INVT";
"FAR"; "Encumbrances would not appear in which fund?"; "Capital projects"; "Special revenue"; "General"; "Enterprise"; 4; "2011 AICPA Released Question"; "GOVT";
"FAR"; "Roy City received a gift, the principal of which is to be invested in perpetuity with the income to be used to support the local library. In which fund should this gift be recorded?"; "Permanent fund"; "Investment trusts fund"; "Private-purpose trusts fund"; "Special revenue fund"; 1; "2011 AICPA Released Question"; "GOVT";
"FAR"; "Which of the following costs is unique to postretirement health-care benefits?"; "Per capita claims"; "Service"; "Prior service"; "Interest"; 1; "2011 AICPA Released Question"; "BENS";
"FAR"; "During the current year, the Finn Foundation, a nongovernmental not-for-profit organization, received a $1,000,000 permanent endowment from Chris. Chris stipulated that the income must be used to provide recreational activities for the elderly. The endowment reported income of $80,000 in the current year. What amount of permanently restricted contribution revenue should Finn report at the end of the current year?"; "$1,080,000"; "$1,000,000"; "$80,000"; "$0"; 2; "2011 AICPA Released Question"; "NFPR";
"FAR"; "Larkin Co. has owned 25% of the common stock of Devon Co. for a number of years, and has the ability to exercise significant influence over Devon. The following information relates to Larkin's investment in Devon during the most recent year:\n\ntable(table table-bordered).\n|Carrying amount of Larkin's investment in Devon at the beginning of the year|$200,000|\n|Net income of Devon for the year|$600,000|\n|Total dividends paid to Devon's stockholders during the year|$400,000|\nWhat is the carrying amount of Larkin's investment in Devon at year end?"; "$100,000"; "$200,000"; "$250,000"; "$350,000"; 3; "2011 AICPA Released Question"; "CONS";
"FAR"; "Which of the following transactions qualify as a discontinued operation?"; "Disposal of part of a line of business"; "Planned and approved sale of a segment"; "Phasing out of a production line"; "Changes related to technological improvements"; 2; "2011 AICPA Released Question"; "INCS";
"FAR"; "Rowe Inc. owns 80% of Cowan Co.'s outstanding capital stock. On November 1, Rowe advanced $100,000 in cash to Cowan. What amount should be reported related to the advance in Rowe's consolidated balance sheet as of December 31?"; "$0"; "$20,000"; "$80,000"; "$100,000"; 1; "2011 AICPA Released Question"; "CONS";
"FAR"; "Chape Co. had the following information related to common and preferred shares during the year:\n\ntable(table table-bordered).\n|Common shares outstanding|\2.700,000|\n|Common shares repurchased|\2.20,000|\n|Conversion of preferred shares|6/30|40,000|\n|Common shares repurchased|12/1|36,000|\nChape reported net income of $2,000,000 at December 31. What amount of shares should Chape use as the denominator in the computation of basic earnings per share?"; "684,000"; "700,000"; "702,000"; "740,000"; 3; "2011 AICPA Released Question"; "EPSC";
"FAR"; "Marr Co. had the following sales and accounts receivable balances, prior to any adjustments at year end:\n\ntable(table table-bordered).\n|Credit sales|$10,000,000|\n|Accounts receivable|3,000,000|\n|Allowance for uncollectible accounts (debit balance)|50,000|\nMarr uses 3% of accounts receivable to determine its allowance for uncollectible accounts at year end. By what amount should Marr adjust its allowance for uncollectible accounts at year end?"; "$0"; "$40,000"; "$90,000"; "$140,000"; 4; "2011 AICPA Released Question"; "ACCR";
"FAR"; "On April 1, year 1, Hall Fitness Center leased its gym to Dunn Fitness Center under a four-year operating lease. Hall normally charges $6,000 per month to lease its gym, but as an incentive, Hall gave Dunn half off the first year's rent, and one quarter off the second year's rent. Dunn's rental payments were as follows:\n\ntable(table table-bordered).\n|Year 1|12 x $3,000 = $36,000|\n|Year 2|12 x $4,500 = $54,000|\n|Year 3|12 x $6,000 = $72,000|\n|Year 4|12 x $6,000 = $72,000|\nDunn's rent payments were due on the first day of the month, beginning on April 1, year 1. What amount should Dunn report as rent expense in its monthly income statement for April, year 3?"; "$3,000"; "$4,500"; "$4,875"; "$6,000"; 3; "2011 AICPA Released Question"; "INCS";
"FAR"; "Which of the following activities should be excluded when governmental fund financial statements are converted to government-wide financial statements?"; "Proprietary activities"; "Fiduciary activities"; "Government activities"; "Enterprise activities"; 2; "2011 AICPA Released Question"; "GOVT";
"FAR"; "Frame construction company's contract requires the construction of a bridge in three years. The expected total cost of the bridge is $2,000,000, and Frame will receive $2,500,000 for the project. The actual costs incurred to complete the project were $500,000, $900,000, and $600,000, respectively, during each of the three years. Progress payments received by Frame were $600,000, $1,200,000, and $700,000, respectively. Assuming that the percentage-of-completion method is used, what amount of gross profit would Frame report during the last year of the project?"; "$120,000"; "$125,000"; "$140,000"; "$150,000"; 4; "2011 AICPA Released Question"; "LTCC";
"FAR"; "Pann, a nongovernmental not-for-profit organization, provides food and shelter to the homeless. Pann received a $15,000 gift with the stipulation that the funds be used to buy beds. In which net asset class should Pann report the contribution?"; "Endowment"; "Temporarily restricted"; "Permanently restricted"; "Unrestricted"; 2; "2011 AICPA Released Question"; "NFPR";
"FAR"; "Grayson Co. incurred significant costs in defending its patent rights. Which of the following is the appropriate treatment of the related litigation costs?"; "Litigation costs would be capitalized regardless of the outcome of the litigation"; "Litigation costs would be expensed regardless of the outcome of the litigation"; "Litigation costs would be capitalized if the patent right is successfully defended"; "Litigation costs would be capitalized only if the patent was purchased rather than internally developed"; 3; "2011 AICPA Released Question"; "ITAN";
"FAR"; "A company decided to sell an unprofitable division of its business. The company can sell the entire operation for $800,000, and the buyer will assume all assets and liabilities of the operations. The tax rate is 30%. The assets and liabilities of the discontinued operation are as follows:\n\ntable(table table-bordered).\n|Buildings|$5,000,000|\n|Accumulated depreciation|$3,000,000|\n|Mortgage on buildings|$1,100,000|\n|Inventory|$500,000|\n|Accounts payable|$600,000|\n|Accounts receivable|$200,000|\nWhat is the after-tax net loss on the disposal of the division?"; "$140,000"; "$200,000"; "$1,540,000"; "$2,200,000"; 1; "2011 AICPA Released Question"; "INCS";
"FAR"; "On January 1, year 1, Newport Corp. purchased a machine for $100,000. The machine was depreciated using the straight-line method over a 10-year period with no residual value. Because of a bookkeeping error, no depreciation was recognized in Newport's year 1 financial statements, resulting in a $10,000 overstatement of the book value of the machine on December 31, year 1. The oversight was discovered during the preparation of Newport's year 2 financial statements. What amount should Newport report for depreciation expense on the machine in the year 2 financial statements?"; "$9,000"; "$10,000"; "$11,000"; "$20,000"; 2; "2011 AICPA Released Question"; "INCS";
"FAR"; "Four years ago on January 2, Randall Co. purchased a long-lived asset. The purchase price of the asset was $250,000, with no salvage value. The estimated useful life of the asset was 10 years. Randall used the straight-line method to calculate depreciation expense. An impairment loss on the asset of $30,000 was recognized on December 31 of the current year. The estimated useful life of the asset at December 31 of the current year did not change. What amount should Randall report as depreciation expense in its income statement for the next year?"; "$20,000"; "$22,000"; "$25,000"; "$30,000"; 1; "2011 AICPA Released Question"; "DEPX";
"FAR"; "Which of the following items would best enable Driver Co. to determine whether the fair value of its investment in Favre Corp. is properly stated in the balance sheet?"; "Discounted cash flow of Favre's operations"; "Quoted market prices available from a business broker for a similar asset"; "Quoted market prices on a stock exchange for an identical asset"; "Historical performance and return on Driver''s investment in Favre"; 3; '2011 AICPA Released Question'; "BALS";
"FAR"; "A company has a defined benefit pension plan for its employees. On December 31, year 1, the accumulated benefit obligation is $45,900, the projected benefit obligation is $68,100, and the fair value of the plan assets is $62,000. What amount, if any, related to the defined benefit plan should be recognized in the balance sheet at December 31, year 1?"; "An asset of $16,100"; "A liability of $6,100"; "Nothing, as the fair value of the plan assets exceeds the accumulated benefit obligation"; "An unrealized loss of $6,100"; 2; "2011 AICPA Released Question"; "PENS";
"FAR"; "A company's activities for year 2 included the following:\n\ntable(table table-bordered).\n|Gross sales|$3,600,000|\n|Cost of goods sold|1,200,000|\n|Selling and administrative expense|500,000|\n|Adjustment for a prior-year understatement of amortization expense|59,000|\n|Sales returns|34,000|\n|Gain on sale of available-for-sale securities|8,000|\n|Gain on disposal of a discontinued business segment|4,000|\n|Unrealized gain on available-for-sale securities|2,000|\nThe company has a 30% effective income tax rate. What is the company's net income for year 2?"; "$1,267,700"; "$1,273,000"; "$1,314,600"; "$1,316,000"; 3; "2011 AICPA Released Question"; "INCS";
"FAR"; "How should plan investments be reported in a defined benefit plan's financial statements?"; "At actuarial present value"; "At cost"; "At net realizable value"; "At fair value"; 4; "2011 AICPA Released Question"; "PENS";
"FAR"; "What is the purpose of reporting comprehensive income?"; "To summarize all changes in equity from nonowner sources"; "To reconcile the difference between net income and cash flows provided from operating activities"; "To provide a consolidation of the income of the firm's segments"; "To provide information for each segment of the business"; 1; "2011 AICPA Released Question"; "INCS";
"FAR"; "Which of the following is a component of other comprehensive income?"; "Minimum accrual of vacation pay"; "Cumulative currency-translation adjustments"; "Changes in market value of inventory"; "Unrealized gain or loss on trading securities"; 2; "2011 AICPA Released Question"; "INCS";
"FAR"; "Nongovernmental not-for-profit organizations are required to provide which of the following external financial statements?"; "Statement of financial position, statement of activities, statement of cash flows"; "Statement of financial position, statement of comprehensive income, statement of cash flows"; "Statement of comprehensive income, statement of cash flows, statement of gains and losses"; "Statement of cash flows, statement of comprehensive income, statement of unrelated business income"; 1; "2011 AICPA Released Question"; "NFPR";
"FAR"; "Ande Co. estimates uncollectible accounts expense using the ratio of past actual losses from uncollectible accounts to past net credit sales, adjusted for anticipated conditions. The practice follows the accounting concept of:"; "Consistency"; "Going concern"; "Matching"; "Substance over form"; 3; "2010 AICPA Released Question"; "ACCR"
"FAR"; "In Dart Co.'s Year 2 single-step income statement, as prepared by Dart's controller, the section titled 'Revenues' consisted of the following:\n\ntable(table table-bordered).\n|Sales|$250,000|\n|Purchase discounts|3,000|\n|Recovery of accounts written off|10,000|\n|*Total revenues*|*$263,000*|\nIn its Year 2 single-step income statement, what amount should Dart report as total revenues?"; "$250,000"; "$253,000"; "$260,000"; "$263,000"; 1; "2010 AICPA Released Question"; "INCS";
"FAR"; "Which of the following would be reported as an investing activity in a company's statement of cash flows?"; "Collection of proceeds from a note payable"; "Collection of a note receivable from a related party"; "Collection of an overdue account receivable from a customer"; "Collection of a tax refund from the government"; 2; "2010 AICPA Released Question"; "SCFL";
"FAR"; "Young & Jamison's modified cash-basis financial statements indicate cash paid for operating expenses of $150,000, end-of-year prepaid expenses of $15,000, and accrued liabilities of $25,000. At the beginning of the year, Young & Jamison had prepaid expenses of $10,000, while accrued liabilities were $5,000. If cash paid for operating expenses is converted to accrual-basis operating expenses, what would be the amount of operating expenses?"; "$125,000"; "$135,000"; "$165,000"; "$175,000"; 3; "2010 AICPA Released Question"; "FINS";
"FAR"; "Garson Co. recorded goods in transit purchased F.O.B. shipping point at year end as purchases. The goods were excluded from ending inventory. What effect does the omission have on Garson's assets and retained earnings at year end?\n\ntable(table table-bordered).\n|_.Choice|_.Assets|_.Retained earnings|\n|A|No effect|Overstated|\n|B|No effect|Understated|\n|C|Understated|No effect|\n|D|Understated|Understated|"; "Choice A"; "Choice B"; "Choice C"; "Choice D"; 4; "2010 AICPA Released Question"; "FINS";
